Agency,Year,Amount,SubTypeName,RevenueType,SubType
UNICEF,2022,12600.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,88000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,17385.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,20610.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,40000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,130.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,120000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,54000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,18912.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,6000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,33500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,90408.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,4000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,2258911.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,397400.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,740000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,25785.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,7931.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,10550.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,51000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,139184.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,121400.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,127820.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,384000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,398500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,435700.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,141900.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,19500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,7500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,112884.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,459000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,72450.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,310000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,14254.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,279282.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,12451.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,64593.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,53000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,652.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,18993.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,1296153.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,5000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,12900.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,523200.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,802800.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,9600.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,2558006.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,50800.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,2199330.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,450000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,29000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,290880.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,281600.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,27600.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,93530.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,14400.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,29632.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,36500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,51120.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,452715.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,57252.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,217440.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,13000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,33948.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,78528.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,600000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,99208.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,19169.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,438.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,47981.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,152636.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,180000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,109043.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,180603.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,36175.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,30198.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,2400.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,61710.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,32920.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,339228.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,75369.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,125136.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,45332.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,106254.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,32819.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,123323.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,326040.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,34581.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,77247.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,9736.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,23033.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,45756.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,88500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,25000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,73963.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,131112.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,15263.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,41789.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,23128720.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,90000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,133018.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,27768.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,54064.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,616.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,144450.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,962694.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,32000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,127766.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,41760.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,111317.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,223928.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,24000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,20447.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,122712.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,120000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,11808.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,1500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,95776.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,22776.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,248614.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,854046.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,96934.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,136200.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,47890.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,118700.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,34986.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,979606.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,36486.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,48239.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,7200.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,56160.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,108342.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,13131.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,232304.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,63732.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,52500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,200000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,29819.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,16500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,21549.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,36000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,155769.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,64624.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,229405.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,81712.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,137255.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,24264.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,15000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
FAO,2022,8457.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
IOM,2022,1690017.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IOM,2022,4405281.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IOM,2022,26575.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IOM,2022,189246.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IOM,2022,39260.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
CTBTO,2022,805103.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
WHO,2022,269500.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
WHO,2022,80000.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN-DPO,2022,220018.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN-DPO,2022,67032229.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN-DPO,2022,947195.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN-DPO,2022,15464801.0,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
