agency,calendar_year,amount,sub_type_name,rev_type,sub_type
UNITAR,2022,31500,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,89600,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,5976,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,87752,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,273680,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,92000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,29158,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,70000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,1264,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,36585,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,33919,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,39583,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,156000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,7275,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,394,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,307000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,13058,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,442494,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,12000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,152534,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,266853,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,1041503,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,90115,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,-143814,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,20960,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,39000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,210156,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,27347,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,636115,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,42504,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,6365887,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,66665,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,66880,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,137618,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,1400,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,50000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,100402,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,-132600,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,148088,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,502845,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,104891,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,58495,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,2400,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,4047860,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,80620,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,120954,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,7500,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,35000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,4424,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,107000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,301374,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,32222,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,150000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,24931,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,200000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,2871,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,128703,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2022,99318,Other revenue - other UN entities,Revenue from other activities,R04B
UNITAR,2022,1698531,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNITAR,2022,557895,Other revenue - specific to the UN entity,Revenue from other activities,R04A
UNITAR,2022,4590,Other revenue - other UN entities,Revenue from other activities,R04B
UNITAR,2022,13375,Other revenue - other UN entities,Revenue from other activities,R04B
UNITAR,2022,482186,Other revenue - other UN entities,Revenue from other activities,R04B
UNITAR,2022,126598,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNITAR,2022,166528,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNITAR,2022,2000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNITAR,2022,100000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNITAR,2022,1333188,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNITAR,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNITAR,2022,54251,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNITAR,2022,15881,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNITAR,2022,200000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNITAR,2022,5188,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNITAR,2022,90120,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNITAR,2022,14416,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNU,2022,38940,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,52265,Other revenue - other UN entities,Revenue from other activities,R04B
UNU,2022,4627,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,66340,Other revenue - other UN entities,Revenue from other activities,R04B
UNU,2022,53414,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,19039,Other revenue - other UN entities,Revenue from other activities,R04B
UNU,2022,1125,Other revenue - other UN entities,Revenue from other activities,R04B
UNU,2022,-5349,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNU,2022,52949,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2022,86000,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,192426,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,37500,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,3653,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,97548,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,21000,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,23239,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,-7426,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,58265,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,12563,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,2804,Other revenue - other UN entities,Revenue from other activities,R04B
UNU,2022,169465,Other revenue - other UN entities,Revenue from other activities,R04B
UNU,2022,2806,Other revenue - other UN entities,Revenue from other activities,R04B
UNU,2022,-48123,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNU,2022,1152278,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNU,2022,5662220,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNU,2022,177214,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2022,71188,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2022,112136,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2022,27902,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,13902,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,3365,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,154509,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,62600,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,15991,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,13073,Other revenue - external to UN,Revenue from other activities,R04C
UNU,2022,252296,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNU,2022,386088,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2022,409815,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2022,1353690,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNU,2022,686796,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2022,54318,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
